	x
492	NODE_56_length_7506_cov_37.070347_g36_i0
493	NODE_40399_length_627_cov_21.333904_g25765_i0
494	NODE_33670_length_832_cov_58.154626_g18140_i1
495	NODE_12709_length_1799_cov_52.579727_g6435_i1
496	NODE_45813_length_485_cov_4.355204_g30648_i0
497	NODE_26726_length_1086_cov_20.069032_g16295_i0
498	NODE_17809_length_1493_cov_249.653793_g11022_i0
499	NODE_44415_length_518_cov_198.730526_g29310_i0
500	NODE_41344_length_600_cov_18.673250_g6127_i1
501	NODE_6274_length_2404_cov_20.666243_g4015_i0
502	NODE_80344_length_171_cov_1.101562_g65134_i0
503	NODE_20188_length_1370_cov_28.966843_g12434_i0
504	NODE_45605_length_490_cov_8.577181_g30449_i0
505	NODE_98457_length_132_cov_4.359551_g83247_i0
506	NODE_22262_length_1274_cov_303.458976_g13670_i0
507	NODE_13758_length_1729_cov_15.033215_g8588_i0
508	NODE_24524_length_1175_cov_24.325972_g11017_i1
509	NODE_16397_length_1570_cov_6.721676_g10186_i0
510	NODE_23109_length_1237_cov_17.064489_g14131_i0
511	NODE_47973_length_435_cov_13.951531_g32777_i0
512	NODE_33352_length_844_cov_17.086142_g20491_i0
513	NODE_46656_length_464_cov_75.401425_g31481_i0
514	NODE_39287_length_658_cov_32.414634_g24868_i0
515	NODE_40097_length_635_cov_37.187500_g25519_i0
516	NODE_14026_length_1712_cov_8.020371_g8748_i0
517	NODE_26960_length_1076_cov_615.490803_g16425_i0
518	NODE_5326_length_2542_cov_24.997199_g3406_i0
519	NODE_83528_length_164_cov_1.677686_g68318_i0
520	NODE_10729_length_1949_cov_186.400839_g6761_i0
521	NODE_14445_length_1684_cov_45.015235_g9001_i0
522	NODE_20194_length_1370_cov_8.696307_g12438_i0
523	NODE_33425_length_841_cov_199.882206_g20541_i0
524	NODE_43195_length_549_cov_86.883399_g28179_i0
525	NODE_4006_length_2796_cov_12.503451_g2590_i0
526	NODE_31492_length_907_cov_15.885417_g19248_i0
527	NODE_29017_length_997_cov_106.880503_g17684_i0
528	NODE_49417_length_405_cov_78.361878_g34214_i0
529	NODE_24603_length_1173_cov_4.528319_g15021_i0
530	NODE_51556_length_367_cov_112.287037_g36348_i0
531	NODE_34852_length_792_cov_30.200267_g21534_i0
532	NODE_38796_length_673_cov_22.153968_g24481_i0
533	NODE_22432_length_1267_cov_46.934641_g13756_i0
534	NODE_32945_length_857_cov_63.599509_g20216_i0
535	NODE_14552_length_1676_cov_55.297612_g9067_i0
536	NODE_16516_length_1564_cov_7.424721_g10255_i0
537	NODE_22051_length_1285_cov_14.377617_g13538_i0
538	NODE_9776_length_2027_cov_9.469254_g6188_i0
539	NODE_17770_length_1495_cov_105.646694_g10999_i0
540	NODE_19632_length_1397_cov_85.404727_g12100_i0
541	NODE_43317_length_546_cov_102.095427_g28293_i0
542	NODE_33610_length_835_cov_6.194444_g20663_i0
543	NODE_43522_length_541_cov_298.487952_g28480_i0
544	NODE_43977_length_530_cov_18.735113_g28897_i0
545	NODE_37332_length_717_cov_9.001484_g21192_i1
546	NODE_36111_length_752_cov_82.255289_g12338_i2
547	NODE_4971_length_2600_cov_17.689871_g3191_i0
548	NODE_18244_length_1469_cov_162.482468_g9861_i1
549	NODE_6903_length_2322_cov_113.044318_g4408_i0
550	NODE_33749_length_830_cov_11.008895_g20752_i0
551	NODE_18076_length_1479_cov_10.993733_g11175_i0
552	NODE_35957_length_757_cov_37.352941_g22342_i0
553	NODE_18066_length_1479_cov_368.012535_g11171_i0
554	NODE_30083_length_955_cov_335.698465_g18362_i0
555	NODE_18714_length_1445_cov_11.895863_g11563_i0
556	NODE_24243_length_1186_cov_136.158355_g5479_i2
557	NODE_20737_length_1342_cov_131.268668_g12749_i0
558	NODE_20786_length_1340_cov_36.501157_g12778_i0
559	NODE_43608_length_539_cov_57.241935_g28558_i0
560	NODE_47441_length_446_cov_12.401985_g32252_i0
561	NODE_19660_length_1395_cov_518.133876_g11941_i1
562	NODE_10562_length_1962_cov_25.755081_g2428_i1
563	NODE_14976_length_1649_cov_159.313823_g9341_i1
564	NODE_24795_length_1164_cov_9.280999_g15146_i0
565	NODE_87493_length_156_cov_3.415929_g72283_i0
566	NODE_74785_length_187_cov_3.569444_g59575_i0
567	NODE_16137_length_1584_cov_199.869565_g6745_i3
568	NODE_46829_length_460_cov_8.618705_g31651_i0
569	NODE_21511_length_1308_cov_13.391304_g13201_i0
570	NODE_23262_length_1230_cov_72.189553_g14225_i0
571	NODE_29981_length_960_cov_52.247546_g18299_i0
572	NODE_19676_length_1394_cov_403.960030_g11740_i1
573	NODE_9664_length_2037_cov_24.636409_g6127_i0
574	NODE_46455_length_469_cov_860.295775_g31283_i0
575	NODE_20439_length_1358_cov_7.085932_g12574_i0
576	NODE_15090_length_1642_cov_104.475297_g9116_i1
577	NODE_34821_length_793_cov_38.912000_g21511_i0
578	NODE_31833_length_894_cov_48.199765_g19474_i0
579	NODE_34267_length_812_cov_104.925878_g19732_i1
580	NODE_11616_length_1878_cov_27.597275_g7320_i0
581	NODE_33770_length_829_cov_93.879135_g20254_i1
582	NODE_40208_length_632_cov_54.312394_g25606_i0
583	NODE_38250_length_689_cov_13.260062_g24058_i0
584	NODE_6930_length_2319_cov_22.043937_g4109_i2
585	NODE_19653_length_1396_cov_14.606061_g12114_i0
586	NODE_31756_length_897_cov_47.460187_g19426_i0
587	NODE_10485_length_1968_cov_54.183896_g3349_i4
588	NODE_28620_length_1011_cov_54.788223_g17440_i0
589	NODE_12661_length_1803_cov_11.961364_g7942_i0
590	NODE_24415_length_1179_cov_79.264965_g14914_i0
591	NODE_65119_length_231_cov_3.361702_g49909_i0
592	NODE_30484_length_941_cov_10.064588_g18626_i0
593	NODE_6305_length_2401_cov_15.896947_g4035_i0
594	NODE_37896_length_699_cov_24.664634_g23796_i0
595	NODE_39366_length_656_cov_21.833605_g24932_i0
596	NODE_38788_length_673_cov_66.922222_g24475_i0
597	NODE_1420_length_3728_cov_25.964450_g843_i1
598	NODE_10155_length_1995_cov_16.807889_g6408_i0
599	NODE_15942_length_1596_cov_19.808113_g9905_i0
600	NODE_47522_length_444_cov_73.172070_g32333_i0
601	NODE_44024_length_529_cov_11.502058_g28941_i0
602	NODE_12238_length_1835_cov_15.026228_g7686_i0
603	NODE_14064_length_1710_cov_22.552490_g8773_i0
604	NODE_37099_length_723_cov_24.480882_g23202_i0
605	NODE_9366_length_2061_cov_368.997027_g4685_i1
606	NODE_49898_length_396_cov_128.821530_g34695_i0
607	NODE_17064_length_1534_cov_161.224681_g10583_i0
608	NODE_39088_length_664_cov_11.157810_g24706_i0
609	NODE_16591_length_1560_cov_15.971655_g10308_i0
610	NODE_85981_length_159_cov_2.646552_g70771_i0
611	NODE_45407_length_494_cov_41.022173_g30256_i0
612	NODE_17100_length_1532_cov_42.856279_g10605_i0
613	NODE_19180_length_1420_cov_85.315904_g11407_i1
614	NODE_39359_length_656_cov_50.952692_g24926_i0
615	NODE_9249_length_2072_cov_30.557910_g5863_i0
616	NODE_15207_length_1637_cov_21.404642_g9469_i0
617	NODE_65109_length_231_cov_22.526596_g49899_i0
618	NODE_20014_length_1378_cov_181.480899_g12322_i0
619	NODE_3970_length_2806_cov_23.739052_g2563_i0
620	NODE_49581_length_402_cov_15.883008_g34378_i0
621	NODE_33806_length_828_cov_93.150318_g20790_i0
622	NODE_27316_length_1062_cov_81.023553_g16646_i0
623	NODE_30354_length_945_cov_185.068736_g18540_i0
624	NODE_35292_length_778_cov_36.578231_g21853_i0
625	NODE_7637_length_2237_cov_32.921149_g4865_i0
626	NODE_21843_length_1294_cov_31.317346_g13407_i0
627	NODE_38958_length_668_cov_11.811200_g24600_i0
628	NODE_23361_length_1226_cov_63.482671_g12824_i1
629	NODE_10431_length_1971_cov_64.192946_g4249_i1
630	NODE_33660_length_832_cov_832.084918_g20694_i0
631	NODE_18194_length_1473_cov_10.936364_g11242_i0
632	NODE_75944_length_184_cov_1.226950_g60734_i0
633	NODE_12627_length_1805_cov_84.644154_g151_i11
634	NODE_27665_length_1050_cov_17.102284_g16854_i0
635	NODE_17893_length_1488_cov_42.709343_g11073_i0
636	NODE_11933_length_1856_cov_24.930502_g4560_i1
637	NODE_11660_length_1875_cov_84.669760_g3049_i2
638	NODE_86593_length_158_cov_1.773913_g71383_i0
639	NODE_4814_length_2627_cov_40.784056_g2684_i2
640	NODE_33457_length_840_cov_38.588457_g6644_i2
641	NODE_44381_length_519_cov_16.241597_g29276_i0
642	NODE_14117_length_1706_cov_220.819002_g6561_i1
643	NODE_34785_length_794_cov_32.127830_g21479_i0
644	NODE_11993_length_1853_cov_8.440331_g7547_i0
645	NODE_10912_length_1935_cov_12.396934_g6876_i0
646	NODE_34186_length_815_cov_93.365285_g21062_i0
647	NODE_55234_length_316_cov_29.450549_g40024_i0
648	NODE_36623_length_738_cov_30.851799_g22831_i0
649	NODE_38713_length_675_cov_210.098101_g24417_i0
650	NODE_12604_length_1807_cov_46.723356_g4267_i3
651	NODE_38654_length_677_cov_88.995268_g24373_i0
652	NODE_46782_length_461_cov_12.222488_g31605_i0
653	NODE_28847_length_1003_cov_99.551042_g17580_i0
654	NODE_27103_length_1071_cov_42.156615_g16516_i0
655	NODE_87561_length_156_cov_2.141593_g72351_i0
656	NODE_40589_length_622_cov_3.730570_g25927_i0
657	NODE_48769_length_418_cov_138.813333_g33570_i0
658	NODE_22716_length_1255_cov_14.127063_g13914_i0
659	NODE_60546_length_263_cov_4.295455_g45336_i0
660	NODE_22252_length_1275_cov_27.959416_g13664_i0
661	NODE_17070_length_1534_cov_28.374245_g10587_i0
662	NODE_92288_length_149_cov_2.160377_g77078_i0
663	NODE_7866_length_2215_cov_10.496777_g5004_i0
664	NODE_25378_length_1140_cov_24.084777_g15496_i0
665	NODE_34425_length_806_cov_71.965924_g21219_i0
666	NODE_45013_length_504_cov_6.702820_g29874_i0
667	NODE_50599_length_384_cov_110.296188_g35392_i0
668	NODE_38448_length_683_cov_75.735938_g24211_i0
669	NODE_38387_length_685_cov_12.174455_g24157_i0
670	NODE_10351_length_1978_cov_86.350904_g6533_i0
671	NODE_3192_length_2997_cov_32.553825_g2052_i0
672	NODE_22743_length_1254_cov_31.552436_g13929_i0
673	NODE_39017_length_666_cov_17.203852_g24648_i0
674	NODE_11080_length_1921_cov_22.725240_g6533_i1
675	NODE_25827_length_1121_cov_65.628015_g15772_i0
676	NODE_3962_length_2807_cov_343.879884_g2307_i1
677	NODE_10263_length_1985_cov_19.437693_g6475_i0
678	NODE_13315_length_1759_cov_12.640443_g8320_i0
679	NODE_29341_length_986_cov_12.568399_g17891_i0
680	NODE_7239_length_2283_cov_7.660268_g4630_i0
681	NODE_42046_length_580_cov_23.750466_g27158_i0
682	NODE_23589_length_1216_cov_74.034101_g14225_i1
683	NODE_12518_length_1814_cov_82.147939_g7856_i0
684	NODE_11442_length_1892_cov_24.437534_g7214_i0
685	NODE_10540_length_1964_cov_22.868298_g6647_i0
686	NODE_8655_length_2131_cov_11.943966_g5490_i0
687	NODE_36454_length_742_cov_43.769671_g20460_i1
688	NODE_23685_length_1212_cov_40.414885_g14460_i0
689	NODE_39541_length_651_cov_24.906250_g25075_i0
690	NODE_26059_length_1111_cov_83.202247_g5053_i1
691	NODE_40986_length_610_cov_57.828924_g26245_i0
692	NODE_20302_length_1364_cov_29.880394_g12500_i0
693	NODE_8010_length_2198_cov_22.432483_g5090_i0
694	NODE_31977_length_890_cov_8.559622_g19566_i0
695	NODE_36218_length_749_cov_27.092068_g22524_i0
696	NODE_10525_length_1965_cov_24.395942_g6635_i0
697	NODE_95226_length_146_cov_2.203883_g80016_i0
698	NODE_50538_length_385_cov_13.991228_g35331_i0
699	NODE_28221_length_1026_cov_89.572737_g17196_i0
700	NODE_24133_length_1191_cov_11.032230_g14734_i0
701	NODE_37068_length_724_cov_24.770925_g23177_i0
702	NODE_38784_length_673_cov_416.677778_g22176_i2
703	NODE_98505_length_127_cov_102.735294_g83295_i0
704	NODE_20867_length_1336_cov_58.948956_g12824_i0
705	NODE_15689_length_1610_cov_20.862795_g9756_i0
706	NODE_42802_length_559_cov_10.395349_g27822_i0
707	NODE_45954_length_481_cov_31.481735_g30786_i0
708	NODE_41808_length_586_cov_115.904236_g26955_i0
709	NODE_197_length_5792_cov_115.974952_g132_i0
710	NODE_53228_length_342_cov_7.193980_g38018_i0
711	NODE_14646_length_1670_cov_10.553780_g9134_i0
712	NODE_12546_length_1812_cov_19.355003_g7872_i0
713	NODE_48254_length_429_cov_14.932642_g33056_i0
714	NODE_21895_length_1292_cov_12.825460_g13442_i0
715	NODE_23873_length_1202_cov_114.805867_g12375_i1
716	NODE_59809_length_269_cov_4.765487_g44599_i0
717	NODE_66932_length_220_cov_28.203390_g51722_i0
718	NODE_25729_length_1125_cov_14.016636_g15709_i0
719	NODE_26134_length_1108_cov_647.692958_g14075_i1
720	NODE_27552_length_1054_cov_28.597428_g16787_i0
721	NODE_9527_length_2048_cov_44.918703_g5461_i1
722	NODE_42366_length_571_cov_60.464015_g27428_i0
723	NODE_33779_length_829_cov_19.913486_g20769_i0
724	NODE_34094_length_818_cov_22.781935_g20991_i0
725	NODE_49422_length_405_cov_6.491713_g34219_i0
726	NODE_37950_length_697_cov_114.110092_g23839_i0
727	NODE_31324_length_912_cov_1820.354430_g15204_i3
728	NODE_46609_length_465_cov_96.751185_g27688_i1
729	NODE_34320_length_810_cov_1118.383312_g6107_i5
730	NODE_17772_length_1495_cov_52.655647_g9253_i1
731	NODE_87906_length_156_cov_1.097345_g72696_i0
732	NODE_18864_length_1437_cov_13.286944_g11655_i0
733	NODE_12103_length_1845_cov_87.894562_g7607_i0
734	NODE_35464_length_773_cov_14.180822_g21977_i0
735	NODE_19903_length_1384_cov_36.657718_g5324_i4
736	NODE_10513_length_1966_cov_25.258450_g6629_i0
737	NODE_37170_length_721_cov_160.234513_g23253_i0
738	NODE_13778_length_1727_cov_18.327791_g8602_i0
739	NODE_37949_length_697_cov_141.732416_g23838_i0
740	NODE_26171_length_1107_cov_29.028195_g15977_i0
741	NODE_35131_length_783_cov_68.328378_g21730_i0
742	NODE_33711_length_831_cov_28.008883_g20724_i0
743	NODE_24096_length_1192_cov_27.570931_g7368_i3
744	NODE_38692_length_676_cov_25.522907_g24402_i0
745	NODE_24851_length_1162_cov_15.485255_g4748_i1
746	NODE_13673_length_1735_cov_8.032506_g8540_i0
747	NODE_45725_length_487_cov_104.033784_g30567_i0
748	NODE_44559_length_515_cov_15.811441_g24627_i1
749	NODE_43939_length_531_cov_34.928279_g28865_i0
750	NODE_27353_length_1061_cov_227.544204_g16671_i0
751	NODE_89020_length_154_cov_1.225225_g73810_i0
752	NODE_9551_length_2046_cov_75.236146_g3675_i2
753	NODE_41099_length_607_cov_17.390071_g26346_i0
754	NODE_40353_length_628_cov_86.126496_g25728_i0
755	NODE_48467_length_424_cov_14.186352_g33269_i0
756	NODE_27024_length_1074_cov_45.377304_g16469_i0
757	NODE_5190_length_2562_cov_38.036522_g2376_i1
758	NODE_27318_length_1062_cov_68.416094_g16647_i0
759	NODE_12532_length_1813_cov_32.548588_g5803_i3
760	NODE_6764_length_2342_cov_27.424532_g3312_i1
761	NODE_10621_length_1957_cov_53.882445_g3349_i5
762	NODE_35172_length_782_cov_63.460081_g21761_i0
763	NODE_15399_length_1627_cov_34.452020_g9581_i0
764	NODE_34720_length_796_cov_19.816733_g5747_i1
765	NODE_39074_length_664_cov_567.742351_g24698_i0
766	NODE_18707_length_1445_cov_31.486448_g11558_i0
767	NODE_54905_length_320_cov_9.469314_g39695_i0
768	NODE_32833_length_861_cov_37.616137_g17427_i3
769	NODE_8632_length_2132_cov_104.963140_g5479_i0
770	NODE_28114_length_1031_cov_58.905870_g17136_i0
771	NODE_23680_length_1212_cov_44.982036_g14457_i0
772	NODE_28344_length_1022_cov_33.180797_g17268_i0
773	NODE_8287_length_2168_cov_115.904941_g5258_i0
774	NODE_54183_length_329_cov_10.139860_g38973_i0
775	NODE_19317_length_1413_cov_45.406569_g2177_i2
776	NODE_59917_length_268_cov_10.280000_g44707_i0
777	NODE_30105_length_954_cov_74.530187_g18376_i0
778	NODE_21944_length_1290_cov_24.675221_g13471_i0
779	NODE_28753_length_1006_cov_34.178609_g14836_i1
780	NODE_39161_length_661_cov_575.147249_g24767_i0
781	NODE_32231_length_880_cov_1696.179211_g15414_i1
782	NODE_36388_length_744_cov_266.256776_g22656_i0
783	NODE_44598_length_514_cov_295.709130_g29476_i0
784	NODE_30469_length_941_cov_65.377506_g18618_i0
785	NODE_54030_length_331_cov_93.909722_g38820_i0
786	NODE_46079_length_478_cov_165.298851_g30909_i0
787	NODE_4552_length_2680_cov_10.684111_g2936_i0
788	NODE_92275_length_149_cov_2.226415_g77065_i0
789	NODE_34945_length_789_cov_8.135389_g21597_i0
790	NODE_2380_length_3264_cov_26.012108_g1535_i0
791	NODE_34056_length_819_cov_123.423969_g15060_i2
792	NODE_35698_length_765_cov_33.256233_g22142_i0
793	NODE_21362_length_1315_cov_12.917453_g13119_i0
794	NODE_19700_length_1393_cov_64.080000_g9813_i1
795	NODE_6311_length_2400_cov_8.936784_g4038_i0
796	NODE_66252_length_224_cov_5.828729_g51042_i0
797	NODE_27629_length_1051_cov_195.144841_g16831_i1
798	NODE_32374_length_876_cov_45.501801_g19833_i0
799	NODE_38793_length_673_cov_29.192063_g24479_i0
800	NODE_33309_length_845_cov_605.514963_g17498_i1
801	NODE_29469_length_981_cov_36.986141_g12423_i1
802	NODE_18078_length_1478_cov_648.466899_g11176_i0
803	NODE_28568_length_1013_cov_38.358763_g14742_i1
804	NODE_5040_length_2587_cov_46.295597_g2551_i1
805	NODE_34873_length_791_cov_533.286096_g17498_i3
806	NODE_30155_length_952_cov_142.229923_g18416_i0
807	NODE_13559_length_1742_cov_21.726898_g3635_i1
808	NODE_24993_length_1156_cov_12.179695_g14501_i1
809	NODE_10634_length_1956_cov_125.525353_g5258_i1
810	NODE_32775_length_863_cov_16.707317_g20098_i0
811	NODE_43367_length_545_cov_22.844622_g8476_i3
812	NODE_36423_length_743_cov_41.348571_g22678_i0
813	NODE_31585_length_903_cov_27.933721_g19317_i0
814	NODE_39042_length_665_cov_106.258842_g24670_i0
815	NODE_35826_length_761_cov_11.483287_g22239_i0
816	NODE_94345_length_147_cov_1.798077_g79135_i0
817	NODE_9963_length_2011_cov_8.441565_g6300_i0
818	NODE_38785_length_673_cov_161.171429_g9957_i2
819	NODE_33768_length_829_cov_132.872774_g20301_i1
820	NODE_22623_length_1259_cov_31.933388_g13744_i1
821	NODE_19164_length_1421_cov_34.052250_g6635_i1
822	NODE_43003_length_554_cov_34.684932_g28002_i0
823	NODE_21943_length_1290_cov_26.625501_g13470_i0
824	NODE_9209_length_2077_cov_8.116519_g5843_i0
825	NODE_43152_length_550_cov_24.508876_g28138_i0
826	NODE_12963_length_1783_cov_24.252874_g8113_i0
827	NODE_32614_length_868_cov_37.423030_g19997_i0
828	NODE_29383_length_984_cov_23.215728_g4732_i1
829	NODE_23749_length_1209_cov_206.060892_g11913_i1
830	NODE_26500_length_1094_cov_181.021884_g16173_i0
831	NODE_40019_length_637_cov_91.255892_g25453_i0
832	NODE_32605_length_868_cov_373.184242_g19991_i0
833	NODE_46089_length_478_cov_9.475862_g30918_i0
834	NODE_25319_length_1143_cov_10.070000_g15458_i0
835	NODE_24771_length_1165_cov_11.926916_g15128_i0
836	NODE_9049_length_2093_cov_62.049756_g4566_i2
837	NODE_40497_length_624_cov_70.857143_g25854_i0
838	NODE_37228_length_720_cov_13.050222_g23295_i0
839	NODE_8013_length_2198_cov_13.578654_g5092_i0
840	NODE_14820_length_1659_cov_20.535272_g9245_i0
841	NODE_43942_length_531_cov_12.336066_g28867_i0
842	NODE_13807_length_1725_cov_15.545184_g8619_i0
843	NODE_22151_length_1280_cov_15.656427_g13599_i0
844	NODE_9253_length_2072_cov_18.071957_g5867_i0
845	NODE_34141_length_817_cov_9.083979_g19306_i1
846	NODE_14620_length_1671_cov_103.035627_g9116_i0
847	NODE_38175_length_691_cov_36.634259_g24004_i0
848	NODE_38913_length_669_cov_155.873802_g83_i1
849	NODE_39950_length_639_cov_166.338926_g25403_i0
850	NODE_39439_length_654_cov_183.428805_g934_i7
851	NODE_27868_length_1041_cov_42.316633_g11303_i1
852	NODE_22481_length_1265_cov_37.366612_g13777_i0
853	NODE_7047_length_2305_cov_77.204686_g4502_i0
854	NODE_32107_length_885_cov_26.887173_g19646_i0
855	NODE_31028_length_923_cov_129.414773_g18959_i0
856	NODE_15734_length_1607_cov_127.627238_g9696_i1
857	NODE_46081_length_478_cov_49.933333_g30910_i0
858	NODE_13008_length_1781_cov_8.060414_g8134_i0
859	NODE_45488_length_492_cov_117.211581_g28673_i1
860	NODE_12197_length_1838_cov_87.997772_g7607_i1
861	NODE_48931_length_415_cov_24.798387_g33732_i0
862	NODE_48136_length_432_cov_9.511568_g32938_i0
863	NODE_21712_length_1300_cov_15.714399_g12278_i1
864	NODE_29999_length_959_cov_74.114629_g18313_i0
865	NODE_15678_length_1610_cov_152.622208_g6561_i2
866	NODE_33005_length_855_cov_92.105911_g20254_i0
867	NODE_45548_length_491_cov_30.995536_g30394_i0
868	NODE_26396_length_1098_cov_124.745024_g662_i2
869	NODE_14392_length_1688_cov_16.308815_g8968_i0
870	NODE_18469_length_1458_cov_7.725795_g11403_i0
871	NODE_38886_length_670_cov_10.122807_g8324_i3
872	NODE_30609_length_937_cov_8.719239_g18701_i0
873	NODE_18709_length_1445_cov_23.955064_g11559_i0
874	NODE_30122_length_954_cov_4.334797_g18390_i0
875	NODE_39841_length_642_cov_36.242070_g22730_i1
876	NODE_40543_length_623_cov_9.050000_g25891_i0
877	NODE_49580_length_402_cov_16.077994_g34377_i0
878	NODE_14784_length_1661_cov_23.501236_g9223_i0
879	NODE_29520_length_979_cov_14.403846_g18000_i0
880	NODE_13931_length_1717_cov_99.448029_g5056_i1
881	NODE_35267_length_779_cov_283.334239_g21833_i0
882	NODE_18993_length_1430_cov_12.914203_g11735_i0
883	NODE_12839_length_1791_cov_12.088101_g8043_i0
884	NODE_21202_length_1321_cov_23.137715_g13026_i0
885	NODE_77040_length_180_cov_2.160584_g61830_i0
886	NODE_5369_length_2535_cov_11.508026_g3440_i0
887	NODE_37077_length_724_cov_6.870778_g23185_i0
888	NODE_13945_length_1717_cov_16.692354_g4098_i1
889	NODE_18927_length_1434_cov_10.329978_g11693_i0
890	NODE_17048_length_1535_cov_28.853887_g10572_i0
891	NODE_5632_length_2495_cov_57.445759_g3622_i0
892	NODE_34001_length_821_cov_50.598972_g20925_i0
893	NODE_32409_length_875_cov_38.028846_g19862_i0
894	NODE_30979_length_925_cov_26.143991_g18927_i0
895	NODE_14605_length_1672_cov_127.993247_g9106_i0
896	NODE_39162_length_661_cov_416.333333_g22176_i3
897	NODE_17047_length_1535_cov_59.216488_g10571_i0
898	NODE_44309_length_521_cov_22.305439_g29209_i0
899	NODE_8906_length_2105_cov_19.136275_g5651_i0
900	NODE_17731_length_1498_cov_19.895533_g10974_i0
901	NODE_9518_length_2049_cov_39.117149_g5454_i1
902	NODE_16078_length_1588_cov_13.937864_g9983_i0
903	NODE_29496_length_980_cov_18.026681_g17988_i0
904	NODE_24142_length_1190_cov_82.986051_g4181_i5
905	NODE_44599_length_514_cov_193.225053_g29477_i0
906	NODE_64606_length_234_cov_5.549738_g49396_i0
907	NODE_15699_length_1609_cov_74.236271_g8801_i1
908	NODE_43731_length_536_cov_34.322515_g9654_i4
909	NODE_48061_length_433_cov_75.376923_g32865_i0
910	NODE_33283_length_846_cov_148.077210_g1430_i3
911	NODE_11245_length_1908_cov_8.810724_g7092_i0
912	NODE_59808_length_269_cov_5.535398_g44598_i0
913	NODE_34750_length_795_cov_52.456117_g21458_i0
914	NODE_39686_length_646_cov_51.129353_g20460_i3
915	NODE_14806_length_1660_cov_12.643166_g9237_i0
916	NODE_18321_length_1465_cov_24.106188_g11317_i0
917	NODE_44285_length_522_cov_5.526096_g29185_i0
918	NODE_42327_length_572_cov_304.517958_g27391_i0
919	NODE_38982_length_667_cov_83.580128_g9101_i4
920	NODE_55991_length_307_cov_212.606061_g40781_i0
921	NODE_20927_length_1334_cov_18.068164_g12867_i0
922	NODE_28566_length_1013_cov_46.122680_g17398_i0
923	NODE_24546_length_1174_cov_88.004421_g4471_i2
924	NODE_16575_length_1561_cov_12.088274_g10297_i0
925	NODE_17298_length_1521_cov_91.799053_g9921_i1
926	NODE_29847_length_965_cov_19.006508_g13098_i1
927	NODE_31970_length_890_cov_21.218418_g8197_i1
928	NODE_10305_length_1981_cov_33.704334_g6507_i0
929	NODE_51408_length_370_cov_24.773700_g36200_i0
930	NODE_15600_length_1614_cov_127.796308_g9696_i0
931	NODE_18109_length_1477_cov_62.423291_g10734_i1
932	NODE_27076_length_1072_cov_18.041788_g15946_i1
933	NODE_27649_length_1051_cov_7.587302_g16840_i0
934	NODE_32952_length_857_cov_24.412776_g4056_i3
935	NODE_15307_length_1632_cov_13.919446_g9525_i0
936	NODE_31066_length_922_cov_46.609784_g16402_i1
937	NODE_28494_length_1016_cov_13.420349_g17358_i0
938	NODE_39051_length_665_cov_7.953376_g24677_i0
939	NODE_24909_length_1159_cov_51.379032_g15216_i0
940	NODE_34392_length_807_cov_106.732984_g12634_i1
941	NODE_14079_length_1709_cov_14.563625_g8784_i0
942	NODE_26741_length_1085_cov_37.933781_g16304_i0
943	NODE_68105_length_214_cov_177.093567_g52895_i0
944	NODE_4459_length_2700_cov_24.095220_g2877_i0
945	NODE_38532_length_681_cov_7.503135_g24275_i0
946	NODE_96543_length_145_cov_1.382353_g81333_i0
947	NODE_3831_length_2837_cov_17.329993_g2474_i0
948	NODE_15999_length_1593_cov_7.112903_g9941_i0
949	NODE_12760_length_1795_cov_79.219749_g151_i12
950	NODE_16709_length_1553_cov_34.741722_g10387_i0
951	NODE_27589_length_1053_cov_14.728713_g16809_i0
952	NODE_29580_length_976_cov_24.325831_g18040_i0
953	NODE_2567_length_3193_cov_28.599683_g1661_i0
954	NODE_15001_length_1648_cov_17.163863_g9356_i0
955	NODE_22710_length_1255_cov_28.397690_g8853_i2
956	NODE_30356_length_945_cov_80.376940_g2121_i2
957	NODE_19595_length_1399_cov_22.083333_g12076_i0
958	NODE_19100_length_1424_cov_11.569153_g11796_i0
959	NODE_19984_length_1380_cov_31.359761_g12308_i0
960	NODE_10433_length_1971_cov_42.581432_g6580_i0
961	NODE_34652_length_799_cov_14.335979_g14448_i2
962	NODE_28676_length_1009_cov_25.290890_g17472_i0
963	NODE_5011_length_2594_cov_8.222266_g3214_i0
964	NODE_31752_length_897_cov_106.270492_g5217_i1
965	NODE_32319_length_878_cov_14.731737_g15167_i1
966	NODE_46822_length_460_cov_24.146283_g31644_i0
967	NODE_32987_length_856_cov_11.365314_g20238_i0
968	NODE_13365_length_1756_cov_33.687682_g8350_i0
969	NODE_20135_length_1373_cov_7.405263_g12403_i0
970	NODE_37421_length_714_cov_456.456036_g23438_i0
971	NODE_6023_length_2438_cov_19.141127_g3865_i0
972	NODE_18874_length_1436_cov_67.010768_g4983_i5
973	NODE_48986_length_414_cov_3.924528_g33786_i0
974	NODE_24598_length_1173_cov_7.153982_g15016_i0
975	NODE_18697_length_1446_cov_8.558803_g11553_i0
976	NODE_25234_length_1146_cov_11.106981_g14284_i1
977	NODE_21643_length_1303_cov_17.317460_g13283_i0
978	NODE_25699_length_1126_cov_29.221607_g15690_i0
979	NODE_21469_length_1310_cov_33.698500_g12943_i1
980	NODE_12826_length_1792_cov_7.029731_g8037_i0
981	NODE_9294_length_2068_cov_86.769383_g5612_i1
982	NODE_20010_length_1379_cov_8.887725_g12319_i0
