	x
487	NODE_36813_length_732_cov_426.583454_g22980_i0
488	NODE_50650_length_383_cov_700.311765_g35443_i0
489	NODE_31936_length_891_cov_97.143868_g19542_i0
490	NODE_23444_length_1222_cov_111.543681_g4258_i1
491	NODE_22376_length_1269_cov_75.097879_g13732_i0
492	NODE_30853_length_929_cov_56.203160_g18850_i0
493	NODE_28222_length_1026_cov_86.931841_g15975_i1
494	NODE_27231_length_1065_cov_204.094912_g14020_i1
495	NODE_31241_length_915_cov_503.567661_g19081_i0
496	NODE_12423_length_1821_cov_372.388639_g1588_i2
497	NODE_78300_length_176_cov_7.165414_g63090_i0
498	NODE_18750_length_1443_cov_77.803571_g976_i2
499	NODE_11130_length_1916_cov_91.933796_g642_i2
500	NODE_9319_length_2065_cov_367.308605_g2174_i1
501	NODE_30875_length_928_cov_612.316384_g16302_i1
502	NODE_6937_length_2318_cov_62.981978_g4431_i0
503	NODE_21523_length_1307_cov_301.280854_g13210_i0
504	NODE_8764_length_2119_cov_24.106455_g2231_i1
505	NODE_19696_length_1393_cov_845.204444_g7662_i2
506	NODE_34454_length_805_cov_124.206037_g21240_i0
507	NODE_24485_length_1176_cov_230.833186_g14954_i0
508	NODE_32099_length_885_cov_65.457245_g11127_i1
509	NODE_16523_length_1563_cov_99.461842_g6691_i1
510	NODE_22557_length_1262_cov_119.861362_g13716_i1
511	NODE_4050_length_2785_cov_57.948578_g2618_i0
512	NODE_6915_length_2320_cov_52.304787_g4418_i0
513	NODE_15469_length_1622_cov_154.424319_g7813_i1
514	NODE_29551_length_977_cov_134.542827_g18021_i0
515	NODE_9000_length_2097_cov_91.496592_g733_i2
516	NODE_39402_length_655_cov_31.127451_g24960_i0
517	NODE_4585_length_2672_cov_75.642830_g1990_i1
518	NODE_19494_length_1404_cov_100.066863_g12014_i0
519	NODE_40631_length_620_cov_269.512998_g25963_i0
520	NODE_29534_length_978_cov_45.564706_g18009_i0
521	NODE_33620_length_834_cov_83.313527_g20669_i0
522	NODE_4771_length_2634_cov_135.932844_g2458_i2
523	NODE_23826_length_1205_cov_189.323580_g14542_i0
524	NODE_18739_length_1443_cov_376.983571_g11579_i0
525	NODE_1682_length_3580_cov_177.471586_g937_i1
526	NODE_7923_length_2208_cov_206.332564_g5040_i0
527	NODE_18457_length_1458_cov_221.249470_g11396_i0
528	NODE_37694_length_705_cov_60.892749_g23644_i0
529	NODE_11537_length_1884_cov_53.706138_g5670_i1
530	NODE_4676_length_2653_cov_222.830268_g767_i3
531	NODE_1738_length_3553_cov_214.807977_g818_i5
532	NODE_6634_length_2358_cov_311.269114_g197_i2
533	NODE_43803_length_534_cov_481.814664_g28739_i0
534	NODE_37986_length_696_cov_173.332312_g23867_i1
535	NODE_48016_length_434_cov_571.928389_g32820_i0
536	NODE_961_length_4065_cov_87.871706_g639_i0
537	NODE_36413_length_743_cov_142.015714_g21410_i1
538	NODE_23394_length_1224_cov_485.332769_g14294_i1
539	NODE_14158_length_1703_cov_71.450602_g8824_i0
540	NODE_35205_length_781_cov_64.451220_g21785_i0
541	NODE_23393_length_1224_cov_488.488569_g14294_i0
542	NODE_8659_length_2130_cov_269.242453_g2166_i1
543	NODE_12206_length_1837_cov_162.979933_g691_i3
544	NODE_12196_length_1838_cov_113.766017_g1216_i6
545	NODE_53589_length_337_cov_99.772109_g38379_i0
546	NODE_29272_length_988_cov_222.306878_g17849_i0
547	NODE_1283_length_3815_cov_143.439555_g409_i2
548	NODE_4435_length_2705_cov_73.207363_g2860_i0
549	NODE_31830_length_894_cov_329.976498_g14650_i1
550	NODE_9640_length_2038_cov_138.012531_g1312_i2
551	NODE_42225_length_575_cov_51.830827_g27306_i0
552	NODE_1666_length_3587_cov_54.891648_g1095_i0
553	NODE_6164_length_2419_cov_3447.948232_g3951_i0
554	NODE_6979_length_2313_cov_53.848899_g1542_i1
555	NODE_30215_length_950_cov_150.153252_g8669_i1
556	NODE_32367_length_876_cov_312.683073_g19827_i0
557	NODE_14104_length_1707_cov_120.096755_g8799_i0
558	NODE_28365_length_1021_cov_92.019427_g15358_i1
559	NODE_6501_length_2376_cov_106.611230_g4167_i0
560	NODE_1461_length_3706_cov_126.147420_g966_i0
561	NODE_29333_length_986_cov_33.533404_g17887_i0
562	NODE_8285_length_2168_cov_191.735529_g5198_i1
563	NODE_12117_length_1844_cov_167.124931_g2505_i1
564	NODE_706_length_4362_cov_266.415142_g331_i2
565	NODE_17909_length_1487_cov_122.993075_g11082_i0
566	NODE_27794_length_1044_cov_772.047952_g728_i5
567	NODE_28778_length_1005_cov_189.250520_g16217_i1
568	NODE_38067_length_694_cov_48.933948_g23928_i0
569	NODE_22689_length_1256_cov_67.989283_g1043_i3
570	NODE_13087_length_1775_cov_77.946882_g8176_i0
571	NODE_4758_length_2637_cov_88.630686_g2099_i2
572	NODE_22301_length_1272_cov_115.301871_g13691_i0
573	NODE_12516_length_1814_cov_93.147939_g7854_i0
574	NODE_11323_length_1902_cov_73.211404_g7142_i0
575	NODE_2084_length_3388_cov_43.666368_g1346_i0
576	NODE_544_length_4612_cov_73.779821_g367_i0
577	NODE_13936_length_1717_cov_49.673835_g1463_i5
578	NODE_9151_length_2082_cov_520.903874_g5805_i0
579	NODE_23764_length_1208_cov_117.533047_g14505_i0
580	NODE_21099_length_1324_cov_266.911788_g7385_i2
581	NODE_17356_length_1518_cov_126.545763_g10750_i0
582	NODE_31937_length_891_cov_90.841981_g17734_i1
583	NODE_26270_length_1103_cov_44.950000_g16041_i0
584	NODE_12007_length_1851_cov_658.907633_g3227_i4
585	NODE_20650_length_1346_cov_46.743668_g12699_i0
586	NODE_33664_length_832_cov_154.884664_g6955_i3
587	NODE_695_length_4377_cov_265.346793_g331_i1
588	NODE_5954_length_2448_cov_40.654470_g3817_i0
589	NODE_6855_length_2329_cov_133.185477_g2073_i2
590	NODE_2896_length_3092_cov_189.708101_g1688_i1
591	NODE_39759_length_644_cov_132.119800_g20630_i3
592	NODE_1705_length_3572_cov_133.308869_g320_i1
593	NODE_12811_length_1792_cov_1134.575186_g8029_i0
594	NODE_29681_length_971_cov_456.917026_g18105_i0
595	NODE_15879_length_1599_cov_167.042416_g9115_i1
596	NODE_18740_length_1443_cov_235.895714_g9206_i2
597	NODE_1015_length_4015_cov_124.019637_g592_i2
598	NODE_28471_length_1017_cov_9.604723_g17343_i0
599	NODE_11583_length_1880_cov_65.781165_g7303_i0
600	NODE_9901_length_2015_cov_94.665314_g6260_i0
601	NODE_29836_length_965_cov_95.389371_g18213_i0
602	NODE_23970_length_1197_cov_247.532929_g3616_i2
603	NODE_8309_length_2166_cov_293.127650_g5271_i0
604	NODE_23340_length_1227_cov_173.326858_g11868_i2
605	NODE_35511_length_771_cov_7354.186813_g22012_i0
606	NODE_32335_length_877_cov_831.736211_g2221_i4
607	NODE_25062_length_1153_cov_114.985586_g15304_i0
608	NODE_4695_length_2649_cov_63.259401_g2880_i1
609	NODE_30465_length_941_cov_219.105791_g18615_i0
610	NODE_26221_length_1105_cov_78.818267_g14351_i1
611	NODE_1767_length_3535_cov_195.109107_g1065_i1
612	NODE_27658_length_1050_cov_83.703078_g16849_i0
613	NODE_30182_length_951_cov_809.427313_g12884_i1
614	NODE_32457_length_873_cov_72.219277_g19891_i0
615	NODE_27119_length_1070_cov_129.724440_g11543_i3
616	NODE_21625_length_1303_cov_216.542857_g13272_i0
617	NODE_38585_length_679_cov_71.099057_g15305_i2
618	NODE_2422_length_3247_cov_53.020599_g927_i1
619	NODE_7591_length_2243_cov_80.880000_g4840_i0
620	NODE_2139_length_3365_cov_58.317881_g1191_i1
621	NODE_20719_length_1343_cov_44.823846_g12741_i0
622	NODE_21221_length_1320_cov_56.953798_g13038_i0
623	NODE_35513_length_771_cov_7302.228022_g22014_i0
624	NODE_24166_length_1189_cov_52.079407_g14755_i0
625	NODE_4646_length_2658_cov_212.403059_g2992_i0
626	NODE_8082_length_2190_cov_207.916628_g800_i4
627	NODE_37695_length_705_cov_60.506042_g23645_i0
628	NODE_5407_length_2528_cov_96.023340_g3417_i1
629	NODE_8943_length_2101_cov_173.433431_g4892_i1
630	NODE_8669_length_2129_cov_108.961649_g5500_i0
631	NODE_7563_length_2247_cov_81.987296_g4821_i0
632	NODE_14456_length_1683_cov_92.292683_g3914_i1
633	NODE_32147_length_883_cov_332.779762_g15076_i2
634	NODE_20406_length_1359_cov_119.409574_g11544_i1
635	NODE_29884_length_963_cov_166.384783_g16975_i1
636	NODE_22217_length_1277_cov_36.064019_g13641_i0
637	NODE_4135_length_2767_cov_93.664464_g2672_i0
638	NODE_11545_length_1884_cov_25.939163_g7279_i0
639	NODE_40984_length_610_cov_70.216931_g26243_i0
640	NODE_39715_length_645_cov_134.524917_g25214_i0
641	NODE_11294_length_1904_cov_113.132187_g5252_i1
642	NODE_28199_length_1027_cov_114.436992_g17184_i0
643	NODE_28593_length_1012_cov_95.891641_g16944_i1
644	NODE_7135_length_2296_cov_111.380826_g2677_i2
645	NODE_21187_length_1321_cov_168.303599_g12443_i1
646	NODE_10888_length_1936_cov_136.393027_g2626_i2
647	NODE_2313_length_3294_cov_77.858813_g1490_i0
648	NODE_9334_length_2064_cov_61.258783_g5922_i0
649	NODE_16621_length_1558_cov_54.796040_g10326_i0
650	NODE_32076_length_886_cov_75.921708_g19629_i0
651	NODE_7243_length_2282_cov_91.205895_g1266_i1
652	NODE_27604_length_1052_cov_90.966303_g16819_i0
653	NODE_30330_length_946_cov_60.088594_g18522_i0
654	NODE_17118_length_1531_cov_1388.475134_g10619_i0
655	NODE_46169_length_476_cov_48.157044_g30998_i0
656	NODE_42997_length_554_cov_89.191781_g27997_i0
657	NODE_37449_length_713_cov_787.637313_g23457_i0
658	NODE_36920_length_728_cov_93.416058_g23059_i0
659	NODE_12757_length_1795_cov_803.738014_g8003_i0
660	NODE_45084_length_502_cov_555.152505_g29943_i0
661	NODE_45723_length_487_cov_217.250000_g30565_i0
662	NODE_20957_length_1332_cov_657.453840_g12884_i0
663	NODE_35448_length_773_cov_678.284932_g21968_i0
664	NODE_17596_length_1505_cov_292.718878_g10893_i0
665	NODE_20571_length_1350_cov_218.306044_g11419_i2
666	NODE_12507_length_1815_cov_53.112302_g7852_i0
667	NODE_12279_length_1831_cov_73.808725_g2427_i7
668	NODE_14775_length_1661_cov_69.687268_g9217_i0
669	NODE_18495_length_1456_cov_201.048125_g11419_i0
670	NODE_22591_length_1260_cov_144.124076_g7461_i1
671	NODE_6263_length_2405_cov_243.698561_g4007_i0
672	NODE_45722_length_487_cov_639.157658_g30564_i0
673	NODE_37086_length_723_cov_3744.447059_g23193_i0
674	NODE_3877_length_2827_cov_109.545618_g2273_i1
675	NODE_2434_length_3242_cov_47.152235_g1575_i0
676	NODE_35780_length_762_cov_7339.164117_g22204_i0
677	NODE_13796_length_1725_cov_186.031510_g2025_i2
678	NODE_1776_length_3528_cov_148.662841_g1065_i2
679	NODE_18493_length_1456_cov_417.544232_g9703_i2
680	NODE_38336_length_686_cov_597.003110_g3430_i2
681	NODE_16477_length_1565_cov_464.779238_g5689_i2
682	NODE_36313_length_746_cov_59.961593_g21533_i1
683	NODE_9780_length_2026_cov_77.068079_g1596_i4
684	NODE_20001_length_1379_cov_73.849551_g11889_i1
685	NODE_34994_length_787_cov_591.501344_g21635_i0
686	NODE_56078_length_306_cov_20.923954_g40868_i0
687	NODE_6759_length_2342_cov_81.876033_g3939_i1
688	NODE_12390_length_1824_cov_29.652442_g7770_i0
689	NODE_26289_length_1102_cov_742.168083_g16059_i0
690	NODE_24633_length_1171_cov_179.009752_g9282_i1
691	NODE_22299_length_1272_cov_3933.884459_g12415_i1
692	NODE_32458_length_873_cov_66.328916_g14557_i1
693	NODE_19341_length_1411_cov_148.249269_g11928_i0
694	NODE_26501_length_1094_cov_153.077069_g9251_i2
695	NODE_37252_length_719_cov_205.900888_g23312_i0
696	NODE_3677_length_2868_cov_51.659469_g2370_i0
697	NODE_25105_length_1151_cov_211.875451_g15326_i0
698	NODE_34907_length_790_cov_85.526104_g21569_i0
699	NODE_24545_length_1174_cov_146.698497_g14991_i0
700	NODE_21100_length_1324_cov_215.281030_g4749_i1
701	NODE_37313_length_717_cov_400.451039_g23360_i0
702	NODE_24270_length_1185_cov_440.003503_g14816_i0
703	NODE_25485_length_1135_cov_178.730769_g15565_i0
704	NODE_25624_length_1129_cov_388.917127_g15256_i1
705	NODE_44414_length_518_cov_331.067368_g29309_i0
706	NODE_48508_length_423_cov_10363.126316_g33310_i0
707	NODE_11450_length_1891_cov_66.215368_g2229_i1
708	NODE_14699_length_1666_cov_91.510783_g9167_i0
709	NODE_10547_length_1963_cov_222.356771_g6652_i0
710	NODE_994_length_4032_cov_151.762346_g225_i1
711	NODE_34963_length_788_cov_61.577181_g21612_i0
712	NODE_4831_length_2624_cov_45.955056_g2274_i1
713	NODE_16736_length_1551_cov_223.242042_g10404_i0
714	NODE_21352_length_1315_cov_141.879717_g9515_i1
715	NODE_12147_length_1841_cov_51.715795_g6620_i1
716	NODE_37283_length_718_cov_35.619259_g23335_i0
717	NODE_11050_length_1923_cov_154.650532_g1922_i2
718	NODE_35168_length_782_cov_128.791610_g18759_i1
719	NODE_14604_length_1672_cov_306.453039_g6066_i1
720	NODE_19079_length_1425_cov_24.272793_g11782_i0
721	NODE_38103_length_693_cov_84.756923_g23952_i0
722	NODE_28808_length_1004_cov_121.152966_g5937_i2
723	NODE_40313_length_629_cov_121.250853_g25694_i0
724	NODE_11128_length_1916_cov_452.369461_g7020_i0
725	NODE_17332_length_1519_cov_100.009485_g10707_i1
726	NODE_1783_length_3525_cov_247.909248_g124_i6
727	NODE_68974_length_210_cov_48.077844_g53764_i0
728	NODE_8563_length_2139_cov_155.424618_g3071_i1
729	NODE_3399_length_2943_cov_365.937241_g1314_i2
730	NODE_623_length_4466_cov_176.547818_g423_i0
731	NODE_9136_length_2084_cov_533.169035_g197_i3
732	NODE_1181_length_3892_cov_339.594180_g427_i2
733	NODE_27690_length_1048_cov_89.336318_g7881_i1
734	NODE_11589_length_1880_cov_39.071856_g2530_i2
735	NODE_4647_length_2658_cov_85.141874_g2773_i1
736	NODE_39867_length_641_cov_252.752508_g25334_i0
737	NODE_10673_length_1953_cov_302.271204_g4802_i1
738	NODE_21683_length_1301_cov_31.298887_g13307_i0
739	NODE_23670_length_1212_cov_1353.391788_g14452_i0
740	NODE_10730_length_1949_cov_177.830010_g6762_i0
741	NODE_4154_length_2763_cov_52.527206_g2411_i1
742	NODE_25132_length_1150_cov_61.464318_g15344_i0
743	NODE_3716_length_2860_cov_115.355343_g1367_i1
744	NODE_27670_length_1049_cov_187.225646_g15644_i1
745	NODE_4280_length_2736_cov_69.539176_g1708_i1
746	NODE_18081_length_1478_cov_132.349129_g5403_i1
747	NODE_28382_length_1020_cov_538.096213_g12875_i1
748	NODE_98613_length_120_cov_4.701299_g83403_i0
749	NODE_13441_length_1750_cov_421.531342_g5734_i1
750	NODE_1014_length_4015_cov_124.092649_g592_i1
751	NODE_10669_length_1954_cov_43.480377_g6720_i0
752	NODE_21353_length_1315_cov_102.801887_g13112_i0
753	NODE_21295_length_1317_cov_291.265306_g13075_i0
754	NODE_1964_length_3437_cov_25570.346494_g58_i23
755	NODE_23840_length_1204_cov_500.304910_g14552_i0
756	NODE_10925_length_1934_cov_54.633527_g6884_i0
757	NODE_23875_length_1202_cov_76.142364_g14577_i0
758	NODE_44054_length_528_cov_233.136082_g28969_i0
759	NODE_53298_length_341_cov_150.137584_g38088_i0
760	NODE_28360_length_1021_cov_2577.641104_g5485_i2
761	NODE_28421_length_1019_cov_56.234631_g17310_i0
762	NODE_7666_length_2234_cov_94.430853_g4883_i0
763	NODE_20807_length_1339_cov_121.019290_g7022_i3
764	NODE_29116_length_993_cov_1833.134737_g8991_i1
765	NODE_56728_length_299_cov_1531.703125_g41518_i0
766	NODE_16155_length_1583_cov_61.347403_g10035_i0
767	NODE_13046_length_1778_cov_86.608069_g8154_i0
768	NODE_35001_length_787_cov_33.565860_g17815_i1
769	NODE_35173_length_782_cov_54.894452_g20111_i1
770	NODE_47342_length_448_cov_2115.177778_g10619_i2
771	NODE_22844_length_1249_cov_42.006633_g13980_i0
772	NODE_31163_length_918_cov_694.384000_g14670_i1
773	NODE_1953_length_3437_cov_25907.473188_g58_i12
774	NODE_920_length_4107_cov_65.073327_g510_i2
775	NODE_5947_length_2449_cov_57.329593_g3813_i0
776	NODE_24914_length_1159_cov_25.152330_g15218_i0
777	NODE_16585_length_1560_cov_42.706658_g2566_i2
778	NODE_10464_length_1969_cov_281.922118_g6596_i0
779	NODE_11690_length_1873_cov_137.010929_g6165_i1
780	NODE_9571_length_2044_cov_83.668666_g6069_i0
781	NODE_48624_length_421_cov_3918.952381_g5485_i8
782	NODE_14349_length_1690_cov_461.290225_g2879_i2
783	NODE_13720_length_1731_cov_200.401659_g8567_i0
784	NODE_20972_length_1331_cov_49.615683_g12894_i0
785	NODE_6280_length_2403_cov_203.216949_g4019_i0
786	NODE_42593_length_565_cov_207.978927_g27633_i0
787	NODE_2069_length_3394_cov_155.930170_g1337_i0
788	NODE_31247_length_915_cov_46.559633_g19084_i0
789	NODE_39842_length_642_cov_32.868114_g25312_i0
790	NODE_13496_length_1746_cov_260.769231_g7012_i2
791	NODE_49897_length_396_cov_766.084986_g34694_i0
792	NODE_40849_length_614_cov_401.572680_g26136_i0
793	NODE_15180_length_1638_cov_45.455172_g9451_i0
794	NODE_3358_length_2950_cov_279.205366_g2166_i0
795	NODE_5567_length_2505_cov_65.876117_g2964_i2
796	NODE_1056_length_3970_cov_67.462185_g449_i1
797	NODE_19941_length_1382_cov_65.793876_g12288_i0
798	NODE_13973_length_1715_cov_53.349880_g8720_i0
799	NODE_27513_length_1055_cov_315.019763_g9898_i1
800	NODE_10975_length_1930_cov_300.047165_g5428_i1
801	NODE_35512_length_771_cov_7325.627747_g22013_i0
802	NODE_36355_length_745_cov_125.081197_g22628_i0
803	NODE_17329_length_1519_cov_199.241192_g4107_i4
804	NODE_14455_length_1683_cov_131.734756_g9006_i0
805	NODE_7876_length_2213_cov_275.247005_g5011_i0
806	NODE_23282_length_1229_cov_86.621417_g13126_i1
807	NODE_10461_length_1969_cov_331.600208_g6073_i2
808	NODE_38845_length_671_cov_309.855096_g2567_i4
809	NODE_27232_length_1065_cov_173.308219_g16595_i0
810	NODE_15167_length_1638_cov_334.443260_g1548_i2
811	NODE_21271_length_1318_cov_125.702745_g6808_i5
812	NODE_32862_length_860_cov_58.714810_g20163_i0
813	NODE_3923_length_2815_cov_59.955988_g2529_i0
814	NODE_12283_length_1831_cov_49.584452_g7711_i0
815	NODE_53952_length_332_cov_144.006920_g38742_i0
816	NODE_24248_length_1186_cov_55.980752_g14800_i0
817	NODE_35412_length_774_cov_97.220246_g5957_i1
818	NODE_11951_length_1855_cov_82.248896_g7518_i0
819	NODE_3460_length_2927_cov_59.912275_g2226_i0
820	NODE_10859_length_1938_cov_59.696042_g6844_i0
821	NODE_15771_length_1605_cov_45.164533_g1139_i4
822	NODE_43471_length_542_cov_231.212425_g28433_i0
823	NODE_34777_length_794_cov_96.447403_g20255_i1
824	NODE_32146_length_883_cov_826.796429_g2221_i3
825	NODE_40247_length_631_cov_5368.394558_g15463_i7
826	NODE_26392_length_1098_cov_3973.408531_g3951_i2
827	NODE_34322_length_810_cov_206.803129_g13272_i2
828	NODE_35572_length_769_cov_107.227273_g22058_i0
829	NODE_4358_length_2721_cov_73.255041_g1420_i1
830	NODE_14798_length_1660_cov_52.161410_g8420_i1
831	NODE_2008_length_3418_cov_52.484148_g1296_i0
832	NODE_26290_length_1102_cov_739.692162_g16060_i0
833	NODE_16825_length_1546_cov_258.330007_g10454_i0
834	NODE_3433_length_2933_cov_510.106574_g1496_i1
835	NODE_21312_length_1316_cov_942.527101_g10233_i1
836	NODE_14904_length_1654_cov_206.418994_g9294_i0
837	NODE_44184_length_524_cov_515.357588_g29092_i0
838	NODE_929_length_4100_cov_60.818092_g607_i1
839	NODE_8427_length_2153_cov_21.110427_g5344_i0
840	NODE_14818_length_1659_cov_25.347153_g9244_i0
841	NODE_26036_length_1112_cov_342.549111_g15901_i0
842	NODE_21319_length_1316_cov_53.653574_g13091_i0
843	NODE_44843_length_508_cov_21.081720_g29710_i0
844	NODE_18162_length_1474_cov_69.482180_g11217_i0
845	NODE_7531_length_2250_cov_54.796103_g4797_i0
846	NODE_8211_length_2177_cov_121.986879_g3427_i1
847	NODE_16906_length_1542_cov_39.168112_g10491_i0
848	NODE_42110_length_578_cov_113.721495_g27212_i0
849	NODE_35413_length_774_cov_90.913817_g21939_i0
850	NODE_10011_length_2007_cov_77.263747_g6326_i0
851	NODE_30247_length_949_cov_54.839956_g14174_i1
852	NODE_938_length_4090_cov_104.018532_g333_i2
853	NODE_39534_length_651_cov_58.330592_g25069_i0
854	NODE_22925_length_1244_cov_265.448793_g14027_i0
855	NODE_37213_length_720_cov_55.948301_g23284_i0
856	NODE_12473_length_1817_cov_285.847238_g2427_i8
857	NODE_26543_length_1093_cov_42.696190_g16194_i0
858	NODE_9829_length_2022_cov_138.773623_g6218_i0
859	NODE_20863_length_1336_cov_273.417633_g11597_i2
860	NODE_16002_length_1592_cov_63.936088_g9944_i0
861	NODE_14953_length_1651_cov_71.669154_g3986_i1
862	NODE_16176_length_1581_cov_106.362159_g10050_i0
863	NODE_3754_length_2853_cov_61.137011_g1269_i1
864	NODE_12291_length_1830_cov_106.352546_g7716_i0
865	NODE_38341_length_686_cov_41.956454_g24122_i0
866	NODE_6227_length_2410_cov_97.898183_g2523_i1
867	NODE_6174_length_2418_cov_114.413895_g3957_i0
868	NODE_11133_length_1916_cov_59.168179_g7023_i0
869	NODE_13073_length_1776_cov_175.535488_g7606_i1
870	NODE_34448_length_805_cov_1179.938320_g21237_i0
871	NODE_3871_length_2828_cov_64.458169_g1385_i1
872	NODE_11009_length_1927_cov_77.311040_g6943_i0
873	NODE_42481_length_568_cov_106.508571_g14157_i1
874	NODE_11949_length_1855_cov_87.847130_g2287_i6
875	NODE_8974_length_2099_cov_39.015078_g2201_i2
876	NODE_16900_length_1542_cov_106.987325_g10141_i1
877	NODE_34493_length_804_cov_23.911958_g19960_i1
878	NODE_39656_length_647_cov_2319.336093_g25167_i0
879	NODE_28245_length_1025_cov_177.250509_g17204_i0
880	NODE_25594_length_1130_cov_148.908004_g3482_i2
881	NODE_13003_length_1781_cov_31.939010_g8131_i0
882	NODE_5325_length_2542_cov_41.152461_g3405_i0
883	NODE_8141_length_2184_cov_86.794489_g5167_i0
884	NODE_6502_length_2376_cov_84.956279_g3262_i1
885	NODE_9845_length_2021_cov_34.565723_g6225_i0
886	NODE_26023_length_1113_cov_35.604673_g15894_i0
887	NODE_27605_length_1052_cov_88.510406_g10645_i1
888	NODE_9629_length_2039_cov_91.490982_g4134_i3
889	NODE_27096_length_1071_cov_134.407588_g11543_i2
890	NODE_27844_length_1042_cov_228.547548_g16974_i0
891	NODE_47299_length_449_cov_6169.507389_g32111_i0
892	NODE_13957_length_1716_cov_39.486551_g2138_i2
893	NODE_12011_length_1851_cov_39.137721_g7555_i0
894	NODE_6261_length_2405_cov_266.973751_g3159_i1
895	NODE_10944_length_1932_cov_138.087877_g2626_i3
896	NODE_33040_length_854_cov_138.292232_g20279_i0
897	NODE_240_length_5577_cov_81.907662_g94_i2
898	NODE_36919_length_728_cov_200.308029_g18179_i3
899	NODE_5196_length_2561_cov_37.142176_g3329_i0
900	NODE_90736_length_151_cov_1.194444_g75526_i0
901	NODE_9550_length_2046_cov_77.229656_g3675_i1
902	NODE_19763_length_1390_cov_64.460282_g11802_i1
903	NODE_15991_length_1593_cov_41.652258_g9936_i0
904	NODE_31696_length_899_cov_95.962617_g15687_i1
905	NODE_4389_length_2713_cov_236.717978_g644_i1
906	NODE_24484_length_1176_cov_233.584289_g1463_i8
907	NODE_1960_length_3437_cov_25811.194461_g58_i19
908	NODE_17474_length_1512_cov_348.954391_g10158_i1
909	NODE_12310_length_1829_cov_132.039194_g5272_i8
910	NODE_8415_length_2154_cov_211.849360_g5338_i0
911	NODE_7257_length_2281_cov_41.780608_g4641_i0
912	NODE_22179_length_1278_cov_92.854251_g13615_i0
913	NODE_12387_length_1824_cov_54.491859_g7768_i0
914	NODE_10733_length_1949_cov_42.356768_g6763_i0
915	NODE_11889_length_1859_cov_387.328194_g7246_i1
916	NODE_21195_length_1321_cov_56.445227_g11966_i1
917	NODE_8832_length_2113_cov_51.747826_g5600_i0
918	NODE_4570_length_2675_cov_151.765198_g1165_i4
919	NODE_8703_length_2126_cov_54.409506_g5523_i0
920	NODE_17284_length_1522_cov_39.377282_g6275_i1
921	NODE_60917_length_260_cov_39.806452_g45707_i0
922	NODE_28904_length_1001_cov_47.024008_g17612_i0
923	NODE_14138_length_1705_cov_54.484356_g8060_i1
924	NODE_51291_length_372_cov_67.370821_g36083_i0
925	NODE_26058_length_1111_cov_100.423221_g14818_i1
926	NODE_17354_length_1518_cov_539.751864_g3159_i3
927	NODE_28438_length_1018_cov_2612.934359_g5485_i4
928	NODE_23490_length_1220_cov_742.864911_g3366_i1
929	NODE_17312_length_1520_cov_248.761679_g10733_i0
930	NODE_5473_length_2517_cov_4169.767987_g38_i7
931	NODE_26446_length_1096_cov_71.823362_g15134_i1
932	NODE_11060_length_1922_cov_81.980841_g6975_i0
933	NODE_19838_length_1387_cov_256.793155_g12222_i0
934	NODE_5728_length_2479_cov_45.408456_g3684_i0
935	NODE_33834_length_827_cov_1751.306122_g13631_i1
936	NODE_48507_length_423_cov_10364.331579_g33309_i0
937	NODE_4252_length_2743_cov_69.614815_g2740_i0
938	NODE_37585_length_708_cov_444.473684_g23563_i0
939	NODE_9922_length_2014_cov_110.081177_g846_i2
940	NODE_12790_length_1793_cov_166.508000_g8020_i0
941	NODE_18705_length_1445_cov_38.897290_g585_i4
942	NODE_10653_length_1955_cov_93.135983_g6261_i1
943	NODE_41669_length_590_cov_51.371115_g26831_i0
944	NODE_1985_length_3430_cov_72.231769_g777_i4
945	NODE_1962_length_3437_cov_25632.805245_g58_i21
946	NODE_35726_length_764_cov_55.961165_g22160_i0
947	NODE_34121_length_817_cov_76.742894_g94_i65
948	NODE_15009_length_1647_cov_82.600374_g1463_i6
949	NODE_36412_length_743_cov_213.867143_g22673_i0
950	NODE_10775_length_1946_cov_89.747767_g2784_i1
951	NODE_12102_length_1845_cov_94.167037_g3104_i3
952	NODE_5709_length_2482_cov_518.428864_g828_i1
953	NODE_935_length_4093_cov_42.953580_g486_i1
954	NODE_39685_length_646_cov_112.359867_g25193_i0
955	NODE_23398_length_1224_cov_87.375106_g14297_i0
956	NODE_6286_length_2402_cov_132.015685_g1407_i1
957	NODE_26082_length_1110_cov_25071.191190_g58_i42
958	NODE_35599_length_768_cov_360.895172_g19827_i1
959	NODE_9604_length_2041_cov_229.545546_g2603_i1
960	NODE_8186_length_2179_cov_109.692416_g341_i2
961	NODE_20666_length_1345_cov_83.986175_g12709_i0
962	NODE_16955_length_1540_cov_39.887108_g10516_i0
963	NODE_28032_length_1034_cov_769.189707_g728_i6
964	NODE_3975_length_2804_cov_542.856212_g2567_i0
965	NODE_4861_length_2618_cov_127.985631_g1963_i1
966	NODE_18722_length_1444_cov_91.688080_g11567_i0
967	NODE_17887_length_1488_cov_81.047059_g11070_i0
968	NODE_25991_length_1114_cov_62.610644_g15875_i0
969	NODE_19328_length_1412_cov_151.706355_g4454_i2
970	NODE_975_length_4044_cov_33.788553_g468_i1
971	NODE_33563_length_836_cov_128.863808_g20630_i0
972	NODE_24749_length_1166_cov_18.013357_g15109_i0
973	NODE_1470_length_3699_cov_58.172593_g682_i1
974	NODE_14288_length_1694_cov_296.473652_g8904_i0
